,START,END,RISK_FLOW
238,17119403401,17119402900,3.5496852220359634e-06
239,17119403401,17167001200,2.366456814690642e-06
240,17119403401,17167001300,2.366456814690642e-06
241,17119403401,17163503414,9.465827258762567e-06
242,17119403401,17119401903,2.0114882924870457e-05
243,17119403401,17163503304,2.366456814690642e-06
244,17119403401,17119403534,1.7748426110179812e-05
245,17119403401,17163503322,5.916142036726606e-06
246,17119403401,17119404000,1.301551248079853e-05
247,17119403401,17163503332,2.366456814690642e-06
248,17119403401,17163503323,2.366456814690642e-06
249,17119403401,17163503413,7.099370444071927e-06
250,17119403401,17163501604,1.5381969295489173e-05
251,17119403401,17163503402,1.0649055666107887e-05
252,17119403401,17163502404,1.301551248079853e-05
253,17119403401,17119400903,9.465827258762567e-06
254,17119403401,17163503904,2.366456814690642e-06
255,17119403401,17163503905,2.366456814690642e-06
256,17119403401,17119400101,2.366456814690642e-06
257,17119403401,17119403533,3.4313623813014314e-05
258,17119403401,17119403702,2.366456814690642e-06
259,17119403401,17119404100,9.465827258762567e-06
260,17119403401,17027900500,3.5496852220359634e-06
261,17119403401,17163501300,3.5496852220359634e-06
262,17119403401,17163501501,2.366456814690642e-06
263,17119403401,17163503203,2.366456814690642e-06
264,17119403401,17163501603,2.366456814690642e-06
265,17119403401,17163501700,9.465827258762567e-06
266,17119403401,17119403001,9.465827258762567e-06
267,17119403401,17119403002,4.732913629381284e-06
268,17119403401,17119403122,8.282598851417246e-06
269,17119403401,17119403200,4.732913629381284e-06
270,17119403401,17119403300,4.851236470115816e-05
271,17119403531,17119403401,2.366456814690642e-06
272,17119403531,17119403531,0.00017275134747241685
273,17119403531,17119400200,2.366456814690642e-06
274,17119403531,17119400802,2.366456814690642e-06
275,17119403531,17119403532,1.301551248079853e-05
276,17119403531,17119403502,2.366456814690642e-06
277,17119403531,17119403601,1.301551248079853e-05
278,17119403531,17119403101,7.099370444071927e-06
279,17119403531,17119401300,7.099370444071927e-06
280,17119403531,17119402900,2.0114882924870457e-05
281,17119403531,17167000800,2.366456814690642e-06
282,17119403531,17167002801,2.366456814690642e-06
283,17119403531,17167001400,2.366456814690642e-06
284,17119403531,17031839100,2.366456814690642e-06
285,17119403531,17163503414,1.0649055666107887e-05
286,17119403531,17163504352,3.5496852220359634e-06
287,17119403531,17119401903,1.4198740888143853e-05
288,17119403531,17119403534,4.732913629381284e-06
289,17119403531,17119404000,1.7748426110179812e-05
290,17119403531,17163503323,4.732913629381284e-06
291,17119403531,17163504354,1.0649055666107887e-05
292,17119403531,17163501604,1.0649055666107887e-05
293,17119403531,17163503402,9.465827258762567e-06
294,17119403531,17163504351,2.366456814690642e-06
295,17119403531,17119403121,1.0649055666107887e-05
296,17119403531,17119401800,2.366456814690642e-06
297,17119403531,17163503904,9.465827258762567e-06
298,17119403531,17119400101,2.366456814690642e-06
299,17119403531,17159977900,2.366456814690642e-06
300,17119403531,17119403533,8.282598851417246e-05
301,17119403531,17119403702,2.366456814690642e-06
302,17119403531,17119404100,4.732913629381284e-06
303,17119403531,17005951300,2.366456814690642e-06
304,17119403531,17165955100,2.366456814690642e-06
305,17119403531,17163502602,2.366456814690642e-06
306,17119403531,17163502300,2.366456814690642e-06
307,17119403531,17163504303,2.366456814690642e-06
308,17119403531,17163504302,4.732913629381284e-06
309,17119403531,17163501603,4.732913629381284e-06
310,17119403531,17163501700,4.732913629381284e-06
311,17119403531,17081050500,2.366456814690642e-06
312,17119403531,17117957100,4.732913629381284e-06
313,17119403531,17119403001,3.786330903505027e-05
314,17119403531,17119403002,4.732913629381284e-06
315,17119403531,17119403122,2.366456814690642e-06
316,17119403531,17119402600,2.366456814690642e-06
317,17119403531,17119403300,2.9580710183633026e-05
318,17119403531,17119402300,4.732913629381284e-06
319,17119401701,17119401722,1.301551248079853e-05
320,17119401701,17119401701,5.916142036726606e-06
321,17119401701,17119402400,2.366456814690642e-06
322,17119401701,17119401300,1.4198740888143853e-05
323,17119401701,17119402000,2.366456814690642e-06
324,17119401701,17119402900,3.5496852220359634e-06
325,17119401701,17119401903,7.099370444071927e-06
326,17119401701,17119404000,2.366456814690642e-06
327,17119401701,17163502404,2.366456814690642e-06
328,17119401701,17119402721,2.366456814690642e-06
329,17119401701,17119401200,2.366456814690642e-06
330,17119401701,17119404100,4.732913629381284e-06
331,17119401701,17119403001,4.732913629381284e-06
332,17119401701,17119401901,4.732913629381284e-06
333,17119401701,17119402100,9.465827258762567e-06
334,17119403402,17119400951,4.732913629381284e-06
335,17119403402,17119403531,4.732913629381284e-06
336,17119403402,17119403402,2.3664568146906422e-05
337,17119403402,17119400802,5.916142036726606e-06
338,17119403402,17119403502,4.732913629381284e-06
339,17119403402,17119402400,4.732913629381284e-06
340,17119403402,17119403101,2.366456814690642e-06
341,17119403402,17119401300,3.5496852220359634e-06
342,17119403402,17119402900,2.2481339739561103e-05
343,17119403402,17163504500,2.366456814690642e-06
344,17119403402,17163503404,2.366456814690642e-06
345,17119403402,17163503414,7.099370444071927e-06
346,17119403402,17163503411,2.366456814690642e-06
347,17119403402,17163504352,4.732913629381284e-06
348,17119403402,17119401903,2.1298111332215773e-05
349,17119403402,17119403534,9.465827258762567e-06
350,17119403402,17119404000,5.916142036726606e-06
351,17119403402,17163503332,2.366456814690642e-06
352,17119403402,17163503323,3.5496852220359634e-06
353,17119403402,17163504354,4.732913629381284e-06
354,17119403402,17163501604,1.4198740888143853e-05
355,17119403402,17163503402,1.4198740888143853e-05
356,17119403402,17163502404,2.366456814690642e-06
357,17119403402,17163501400,2.366456814690642e-06
358,17119403402,17119400903,2.366456814690642e-06
359,17119403402,17119403121,5.916142036726606e-06
360,17119403402,17119400700,2.366456814690642e-06
361,17119403402,17163503904,4.732913629381284e-06
362,17119403402,17119400101,4.732913629381284e-06
363,17119403402,17119403533,3.3130395405668985e-05
364,17119403402,17119403702,2.366456814690642e-06
365,17119403402,17119404100,2.366456814690642e-06
366,17119403402,17163501200,2.366456814690642e-06
367,17119403402,17163501300,2.366456814690642e-06
368,17119403402,17163502100,5.916142036726606e-06
369,17119403402,17163502300,9.465827258762567e-06
370,17119403402,17163501603,2.366456814690642e-06
371,17119403402,17163502800,5.916142036726606e-06
372,17119403402,17163501700,2.366456814690642e-06
373,17119403402,17163501900,2.366456814690642e-06
374,17119403402,17119403001,4.732913629381284e-06
375,17119403402,17119403002,5.916142036726606e-06
376,17119403402,17119403122,8.282598851417246e-06
377,17119403402,17119403200,2.366456814690642e-06
378,17119403402,17119402600,2.366456814690642e-06
379,17119403402,17119403300,6.271110558930201e-05
380,17119403402,17119401901,2.366456814690642e-06
381,17119403402,17119402100,3.5496852220359634e-06
382,17089853100,17089853100,3.0913592143331906e-05
383,17089853100,17089853400,1.854815528599915e-05
384,17089853100,17089852002,6.1827184286663825e-06
385,17089853100,17089852500,2.473087371466553e-05
386,17089853100,17043846411,6.1827184286663825e-06
387,17089853100,17043846519,6.1827184286663825e-06
388,17089853100,17089854302,1.854815528599915e-05
389,17089853100,17089852606,1.2365436857332768e-05
390,17089853100,17089852803,1.2365436857332768e-05
391,17089853100,17089852903,1.2365436857332768e-05
392,17089853100,17089853001,6.1827184286663825e-06
393,17089853100,17031200200,6.1827184286663825e-06
394,17089853100,17031243300,1.854815528599915e-05
395,17089853100,17031804803,6.1827184286663825e-06
396,17089853100,17089854700,1.2365436857332768e-05
397,17089853100,17043846405,6.1827184286663825e-06
398,17089853100,17093890301,1.2365436857332768e-05
399,17089853100,17093890101,6.1827184286663825e-06
400,17089853200,17089853100,4.946174742933106e-05
401,17089853200,17089853200,1.2365436857332768e-05
402,17089853200,17089853300,2.473087371466553e-05
403,17089853200,17089853600,2.1639514500332347e-05
404,17089853200,17089853900,6.1827184286663825e-06
405,17089853200,17089854001,3.70963105719983e-05
406,17089853200,17031281900,6.1827184286663825e-06
407,17089853200,17089852002,2.473087371466553e-05
408,17089853200,17089852601,6.1827184286663825e-06
409,17089853200,17089852700,6.1827184286663825e-06
410,17089853200,17197880121,6.1827184286663825e-06
411,17089853200,17089852500,1.5456796071665953e-05
412,17089853200,17031839100,6.1827184286663825e-06
413,17089853200,17089854002,0.00010201485407299533
414,17089853200,17043846604,6.1827184286663825e-06
415,17089853200,17089854600,6.1827184286663825e-06
416,17089853200,17043846410,1.2365436857332768e-05
417,17089853200,17043846411,6.1827184286663825e-06
418,17089853200,17089854800,6.1827184286663825e-06
419,17089853200,17043846518,6.1827184286663825e-06
420,17089853200,17043846507,2.473087371466553e-05
421,17089853200,17089852606,6.1827184286663825e-06
422,17089853200,17089852808,6.1827184286663825e-06
423,17089853200,17089853007,1.854815528599915e-05
424,17089853200,17089852803,6.1827184286663825e-06
425,17089853200,17097864402,6.1827184286663825e-06
426,17089853200,17089852903,1.5456796071665953e-05
427,17089853200,17089852905,2.1639514500332347e-05
428,17089853200,17089853001,5.255310664366426e-05
429,17089853200,17031770700,6.1827184286663825e-06
430,17089853200,17031243300,6.1827184286663825e-06
431,17089853200,17031804803,6.1827184286663825e-06
432,17089853200,17043845802,6.1827184286663825e-06
433,17089853200,17043846413,6.1827184286663825e-06
434,17089853200,17097864801,6.1827184286663825e-06
435,17089853200,17089853008,2.473087371466553e-05
436,17089853200,17089852906,1.2365436857332768e-05
437,17089853200,17089854700,6.1827184286663825e-06
438,17089853200,17043846509,6.1827184286663825e-06
439,17089853200,17089850600,6.1827184286663825e-06
440,17089853200,17043846405,1.854815528599915e-05
441,17089853200,17043846504,6.1827184286663825e-06
442,17089853200,17031802505,6.1827184286663825e-06
443,17089853200,17093890101,6.1827184286663825e-06
444,17089853200,17093890102,6.1827184286663825e-06
445,17089853200,17043841501,6.1827184286663825e-06
446,17193958400,17193958400,8.721906070957016e-06
447,17193958400,17047957100,2.275279844597482e-06
448,17193958400,17193958000,2.275279844597482e-06
449,17193958400,17193958100,1.5168532297316547e-06
450,17193958400,17165955600,7.584266148658273e-07
451,17193958400,17165955100,7.584266148658273e-07
452,17193958400,17065973300,7.584266148658273e-07
453,17193958300,17193958400,1.137639922298741e-06
454,17193958300,17193958300,1.5168532297316547e-06
455,17193958300,17193958200,1.5168532297316547e-06
456,17193958300,17193958000,4.550559689194964e-06
457,17193958300,17193958100,1.023875930068867e-05
458,17193958300,17191955200,1.137639922298741e-06
459,17193958300,17065973300,7.584266148658273e-07
460,17193958300,17081050600,4.550559689194964e-06
461,17193958300,17081050500,7.584266148658273e-07
462,17193958200,17047957100,1.023875930068867e-05
463,17193958200,17167001200,7.584266148658273e-07
464,17193958200,17193958000,2.275279844597482e-06
465,17193958200,17193958100,5.308986304060792e-06
466,17135957700,17135957700,4.534759134718593e-05
467,17135957700,17135957600,1.271944635347898e-05
468,17135957700,17135957800,9.954349320113983e-06
469,17135957700,17135957900,1.1060388133459983e-06
470,17135957700,17167002000,1.1060388133459983e-06
471,17135957700,17021958700,1.1060388133459983e-06
472,17135958000,17135957700,2.2120776266919966e-06
473,17135958000,17135958000,9.401329913440986e-06
474,17135958000,17135957400,1.6590582200189977e-06
475,17135958000,17135957600,4.424155253383992e-06
476,17135958000,17135957300,1.6590582200189977e-06
477,17135958000,17135957900,2.4332853893611967e-05
478,17135958000,17029000400,1.6590582200189977e-06
479,17135958000,17031281900,1.1060388133459983e-06
480,17135958000,17119402701,1.1060388133459983e-06
481,17135958000,17029001200,1.6590582200189977e-06
482,17135958000,17117956900,2.2120776266919966e-06
483,17135958000,17137951900,1.1060388133459983e-06
484,17135958000,17195000900,1.1060388133459983e-06
485,17135958000,17113001600,1.1060388133459983e-06
486,17135958000,17167001800,1.1060388133459983e-06
487,17135958000,17167000300,1.6590582200189977e-06
488,17135958000,17167002000,2.7650970333649955e-06
489,17135958000,17167003000,1.1060388133459983e-06
490,17135958000,17143002000,1.1060388133459983e-06
491,17135958000,17119401903,1.6590582200189977e-06
492,17135958000,17117956300,1.1060388133459983e-06
493,17135958000,17029001100,1.1060388133459983e-06
494,17135958000,17119403533,1.1060388133459983e-06
495,17135958000,17005951400,1.1060388133459983e-06
496,17135958000,17005951300,2.7650970333649955e-06
497,17135958000,17019001201,1.1060388133459983e-06
498,17135958000,17027900500,1.1060388133459983e-06
499,17135958000,17031841900,1.6590582200189977e-06
500,17135958000,17051950800,4.424155253383992e-06
501,17135958000,17019001100,1.1060388133459983e-06
502,17135957400,17135957400,1.1060388133459983e-06
503,17135957400,17135957600,1.1060388133459983e-06
504,17135957400,17135957800,1.1060388133459983e-06
505,17135957400,17135957900,8.295291100094988e-06
506,17135957400,17029000300,1.1060388133459983e-06
507,17135957400,17117956900,1.1060388133459983e-06
508,17135957400,17021958700,1.1060388133459983e-06
509,17135957600,17135957700,2.543889270695796e-05
510,17135957600,17135957400,1.1060388133459983e-06
511,17135957600,17135957600,8.295291100094988e-06
512,17135957600,17135957800,1.1613407540132982e-05
513,17135957600,17135957900,6.636232880075991e-06
514,17135957600,17119401300,1.1060388133459983e-06
515,17135957600,17119402900,2.7650970333649955e-06
516,17135957600,17117956900,1.1060388133459983e-06
517,17135957600,17167003300,1.1060388133459983e-06
518,17135957600,17117956400,2.2120776266919966e-06
519,17135957600,17117957100,1.1060388133459983e-06
520,17135957800,17135957700,1.4378504573497974e-05
521,17135957800,17135957600,1.1060388133459982e-05
522,17135957800,17135957800,7.74227169342199e-06
523,17135957800,17029000300,1.1060388133459983e-06
524,17135957800,17167001800,1.1060388133459983e-06
525,17135957800,17167001300,1.1060388133459983e-06
526,17135957800,17117957200,1.1060388133459983e-06
527,17135957800,17021959000,4.424155253383992e-06
528,17135957300,17135957400,2.2120776266919966e-06
529,17135957300,17135957300,1.382548516682498e-05
530,17135957300,17021958300,1.1060388133459983e-06
531,17135957300,17173959300,3.3181164400379953e-06
532,17135957300,17021958700,4.424155253383992e-06
533,17135957900,17135957700,1.1060388133459983e-06
534,17135957900,17135958000,2.2120776266919966e-06
535,17135957900,17135957600,2.2120776266919966e-06
536,17135957900,17135957300,1.1060388133459983e-06
537,17135957900,17135957900,6.193817354737592e-05
538,17135957900,17029000300,1.1060388133459983e-06
539,17135957900,17167002000,1.1060388133459983e-06
540,17143004600,17143004600,4.722153710808358e-05
541,17143004600,17143004101,3.703649969261457e-06
542,17143004600,17143003402,2.777737476946093e-06
543,17143004600,17143003102,2.777737476946093e-06
544,17143004600,17143003401,9.259124923153643e-06
545,17143004600,17143003300,1.8518249846307285e-06
546,17143004600,17143004801,3.240693723103775e-05
547,17143004600,17143000500,1.8518249846307285e-06
548,17143004600,17143002900,1.6666424861676557e-05
549,17143004600,17143002200,1.8518249846307285e-06
550,17143004600,17143004500,3.703649969261457e-06
551,17143004600,17143001200,4.074014966187603e-05
552,17143004600,17143001500,1.0185037415469008e-05
553,17143004600,17143001600,0.00013610913637035856
554,17143004600,17143002800,4.629562461576822e-06
555,17143004600,17143003000,7.407299938522914e-06
556,17143004600,17197883522,1.8518249846307285e-06
557,17143004600,17179021102,1.8518249846307285e-06
558,17143004600,17143002000,6.48138744620755e-06
559,17143004600,17179020800,1.8518249846307285e-06
560,17143004600,17179021603,6.48138744620755e-06
561,17143004600,17179021201,3.703649969261457e-06
562,17143004600,17179020302,1.8518249846307285e-06
563,17143004600,17179020100,1.8518249846307285e-06
564,17143004600,17179021500,2.777737476946093e-06
565,17143004600,17179021000,3.703649969261457e-06
566,17143004600,17119402100,1.8518249846307285e-06
567,17143004600,17203030502,1.8518249846307285e-06
568,17093890700,17093890700,7.235389905819992e-05
569,17093890700,17093890400,7.2353899058199935e-06
570,17093890700,17093890500,7.2353899058199935e-06
571,17093890700,17093890600,1.4470779811639987e-05
572,17093890700,17043844301,7.2353899058199935e-06
573,17093890700,17043844401,4.3412339434919954e-05
574,17093890700,17031805902,7.2353899058199935e-06
575,17093890700,17031830202,7.2353899058199935e-06
576,17093890700,17031980000,7.2353899058199935e-06
577,17093890700,17031801800,7.2353899058199935e-06
578,17093890700,17031820103,7.2353899058199935e-06
579,17093890700,17031827902,7.2353899058199935e-06
580,17093890700,17089854001,7.2353899058199935e-06
581,17093890700,17099962300,7.2353899058199935e-06
582,17093890700,17099963700,7.2353899058199935e-06
583,17093890700,17031560100,7.2353899058199935e-06
584,17093890700,17031281900,1.4470779811639987e-05
585,17093890700,17197884103,7.2353899058199935e-06
586,17093890700,17197880702,7.2353899058199935e-06
587,17093890700,17197880411,7.2353899058199935e-06
588,17093890700,17197880421,7.2353899058199935e-06
589,17093890700,17197884101,7.2353899058199935e-06
590,17093890700,17197880901,1.4470779811639987e-05
591,17093890700,17197883522,7.2353899058199935e-06
592,17093890700,17043844601,2.1706169717459977e-05
593,17093890700,17043840201,7.2353899058199935e-06
594,17093890700,17031820902,1.4470779811639987e-05
595,17093890700,17089852700,7.2353899058199935e-06
596,17093890700,17031770601,7.2353899058199935e-06
